X1,Subject.ID,grade,classroom,class,relig,Question,Category,Sequence,Response,Gender,egoID,Attitudes_BadMarks,Attitudes_Boys,Attitudes_Girls,Attitudes_GoodMarks,Attitudes_Hindus,Attitudes_Muslims,Attitudes_MyCaste,Attitudes_MyLang,Attitudes_OtherCaste,Attitudes_OtherLang,Attitudes_Poor,Attitudes_Rich,CasteForced_CasteForced,CasteOpen_CasteOpen,Gender_Gender,Identification_Caste,Identification_Gender,Identification_Language,Identification_Marks,Identification_Religion,Identification_School,Language_Language,ReligFreq_Celebrate,ReligFreq_Pray,ReligFreq_Read,ReligFreq_ReligiousPlace,Religion_Religion,Religiosity_Religiosity,ResourceAlloc_Friend,ResourceAlloc_Krishna,ResourceAlloc_Mohammed,SchoolHarmony_BoyGirl,SchoolHarmony_HinduMuslim,SchoolHarmony_InterCaste,SchoolHarmony_People,SchoolHarmony_RichPoor,Wellbeing_EnoughFriends,Wellbeing_Happy,Wellbeing_Lonely,Wellbeing_OthersMean,altGender,altRelig,altIDcaste,altIDgend,altIDlang,altIDmarks,altIDrelig,altIDschool,altReligCelebrate,altReligPray,altReligRead,altReligPlace,altReligiosity,altResourceFriend,altResourceHindu,altResourceMuslim,altHarmGender,altHarmRelig,altHarmCaste,altHarmPeople,altHarmSES,allWellFriends,altWellHappy,altWellLonely,altWellOthersMean,altAttBoys,altAttGirls,altAttHindu,altAttMuslim,ownGender,ownRelig,classID,propMale,propHindu,propOther,classsize,internelEdge,ownGendAtt,othGendAtt,ownGendAdv,gradeCent,ownReligAdv
373,B0547,5,B,5B,Muslim,Enemies,Enemy1,2,6,F,47,5,5,7,7,5,7,6,7,5,6,6,3,7,NA,2,1,1,1,1,1,1,1,3,1,1,5,2,1,4,3,2,2,1,1,1,1,1,1,2,1,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,B5,-0.289008224,-0.383883296,3.381029649741889,-0.268344105,0.3709390933128517,7,5,-0.132628239,-1.5,2
374,B0547,5,B,5B,Muslim,Enemies,Enemy2,2,33,F,47,5,5,7,7,5,7,6,7,5,6,6,3,7,NA,2,1,1,1,1,1,1,1,3,1,1,5,2,1,4,3,2,2,1,1,1,1,1,1,2,1,M,Hindu,1,5,1,1,1,1,2,1,2,1,1,6,4,5,1,5,4,1,2,5,3,1,3,7,1,7,1,0,0,B5,-0.289008224,-0.383883296,3.381029649741889,-0.268344105,0.3709390933128517,7,5,-0.132628239,-1.5,2
375,B0549,5,B,5B,other,Enemies,Enemy1,2,7,F,49,5,2,7,7,6,5,6,6,5,6,5,4,8,NA,2,1,2,2,2,2,1,4,4,1,5,2,NA,1,4,5,3,2,1,2,1,1,1,2,5,2,M,Hindu,1,1,1,1,2,1,4,1,2,1,1,6,7,6,1,1,1,1,1,1,1,3,2,6,5,7,6,0,0,B5,-0.289008224,-0.383883296,3.381029649741889,-0.268344105,0.3709390933128517,7,2,1.183005165925335,-1.5,-1
376,B0549,5,B,5B,other,Enemies,Enemy2,2,33,F,49,5,2,7,7,6,5,6,6,5,6,5,4,8,NA,2,1,2,2,2,2,1,4,4,1,5,2,NA,1,4,5,3,2,1,2,1,1,1,2,5,2,M,Hindu,1,5,1,1,1,1,2,1,2,1,1,6,4,5,1,5,4,1,2,5,3,1,3,7,1,7,1,0,0,B5,-0.289008224,-0.383883296,3.381029649741889,-0.268344105,0.3709390933128517,7,2,1.183005165925335,-1.5,-1
377,B0551,5,B,5B,Hindu,Enemies,Enemy1,2,4,F,51,2,4,7,6,6,5,6,6,5,6,5,4,8,NA,2,2,2,2,1,1,1,1,3,3,2,2,1,1,4,4,3,3,2,2,2,2,1,1,5,2,M,Muslim,1,1,2,1,1,1,3,1,1,1,1,4,2,4,1,1,1,2,2,1,1,5,5,6,6,6,7,0,0,B5,-0.289008224,-0.383883296,3.381029649741889,-0.268344105,0.3709390933128517,7,4,0.30591622948642044,-1.5,1
378,B0551,5,B,5B,Hindu,Enemies,Enemy2,2,6,F,51,2,4,7,6,6,5,6,6,5,6,5,4,8,NA,2,2,2,2,1,1,1,1,3,3,2,2,1,1,4,4,3,3,2,2,2,2,1,1,5,2,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,B5,-0.289008224,-0.383883296,3.381029649741889,-0.268344105,0.3709390933128517,7,4,0.30591622948642044,-1.5,1
379,B0551,5,B,5B,Hindu,Enemies,Enemy3,2,32,F,51,2,4,7,6,6,5,6,6,5,6,5,4,8,NA,2,2,2,2,1,1,1,1,3,3,2,2,1,1,4,4,3,3,2,2,2,2,1,1,5,2,M,Hindu,1,1,1,1,1,1,4,1,5,3,1,4,4,4,1,1,1,1,3,1,1,5,1,7,1,7,5,0,1,B5,-0.289008224,-0.383883296,3.381029649741889,-0.268344105,0.3709390933128517,7,4,0.30591622948642044,-1.5,1
380,B0551,5,B,5B,Hindu,Enemies,Enemy4,2,33,F,51,2,4,7,6,6,5,6,6,5,6,5,4,8,NA,2,2,2,2,1,1,1,1,3,3,2,2,1,1,4,4,3,3,2,2,2,2,1,1,5,2,M,Hindu,1,5,1,1,1,1,2,1,2,1,1,6,4,5,1,5,4,1,2,5,3,1,3,7,1,7,1,0,1,B5,-0.289008224,-0.383883296,3.381029649741889,-0.268344105,0.3709390933128517,7,4,0.30591622948642044,-1.5,1
381,B0551,5,B,5B,Hindu,Enemies,Enemy5,2,44,F,51,2,4,7,6,6,5,6,6,5,6,5,4,8,NA,2,2,2,2,1,1,1,1,3,3,2,2,1,1,4,4,3,3,2,2,2,2,1,1,5,2,F,other,1,1,1,1,2,1,4,1,4,3,2,4,4,3,3,3,2,2,2,2,3,3,1,1,7,7,1,1,0,B5,-0.289008224,-0.383883296,3.381029649741889,-0.268344105,0.3709390933128517,7,4,0.30591622948642044,-1.5,1
382,B0551,5,B,5B,Hindu,Enemies,Enemy6,2,47,F,51,2,4,7,6,6,5,6,6,5,6,5,4,8,NA,2,2,2,2,1,1,1,1,3,3,2,2,1,1,4,4,3,3,2,2,2,2,1,1,5,2,F,Muslim,1,1,1,1,1,1,3,1,1,5,1,4,3,2,2,1,1,1,1,1,1,2,1,5,7,5,7,1,0,B5,-0.289008224,-0.383883296,3.381029649741889,-0.268344105,0.3709390933128517,7,4,0.30591622948642044,-1.5,1
383,B0551,5,B,5B,Hindu,Enemies,Enemy7,2,57,F,51,2,4,7,6,6,5,6,6,5,6,5,4,8,NA,2,2,2,2,1,1,1,1,3,3,2,2,1,1,4,4,3,3,2,2,2,2,1,1,5,2,F,Hindu,1,1,1,1,1,1,4,1,5,3,1,4,4,4,1,1,1,2,1,2,1,2,2,4,4,6,4,1,1,B5,-0.289008224,-0.383883296,3.381029649741889,-0.268344105,0.3709390933128517,7,4,0.30591622948642044,-1.5,1
384,B0552,5,B,5B,Muslim,Enemies,Enemy1,2,3,F,52,1,3,7,5,2,7,7,6,5,6,6,2,7,SUNNI,2,1,1,3,1,1,1,2,4,1,1,3,2,1,3,2,2,2,1,1,2,1,4,2,2,1,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,B5,-0.289008224,-0.383883296,3.381029649741889,-0.268344105,0.3709390933128517,7,3,0.7444606977058776,-1.5,5
385,B0552,5,B,5B,Muslim,Enemies,Enemy2,2,4,F,52,1,3,7,5,2,7,7,6,5,6,6,2,7,SUNNI,2,1,1,3,1,1,1,2,4,1,1,3,2,1,3,2,2,2,1,1,2,1,4,2,2,1,M,Muslim,1,1,2,1,1,1,3,1,1,1,1,4,2,4,1,1,1,2,2,1,1,5,5,6,6,6,7,0,1,B5,-0.289008224,-0.383883296,3.381029649741889,-0.268344105,0.3709390933128517,7,3,0.7444606977058776,-1.5,5
386,B0552,5,B,5B,Muslim,Enemies,Enemy3,2,6,F,52,1,3,7,5,2,7,7,6,5,6,6,2,7,SUNNI,2,1,1,3,1,1,1,2,4,1,1,3,2,1,3,2,2,2,1,1,2,1,4,2,2,1,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,B5,-0.289008224,-0.383883296,3.381029649741889,-0.268344105,0.3709390933128517,7,3,0.7444606977058776,-1.5,5
387,B0552,5,B,5B,Muslim,Enemies,Enemy4,2,33,F,52,1,3,7,5,2,7,7,6,5,6,6,2,7,SUNNI,2,1,1,3,1,1,1,2,4,1,1,3,2,1,3,2,2,2,1,1,2,1,4,2,2,1,M,Hindu,1,5,1,1,1,1,2,1,2,1,1,6,4,5,1,5,4,1,2,5,3,1,3,7,1,7,1,0,0,B5,-0.289008224,-0.383883296,3.381029649741889,-0.268344105,0.3709390933128517,7,3,0.7444606977058776,-1.5,5
388,B0552,5,B,5B,Muslim,Enemies,Enemy5,2,35,F,52,1,3,7,5,2,7,7,6,5,6,6,2,7,SUNNI,2,1,1,3,1,1,1,2,4,1,1,3,2,1,3,2,2,2,1,1,2,1,4,2,2,1,M,Hindu,1,1,1,1,1,1,4,1,4,4,1,4,4,4,1,1,1,1,1,1,1,5,3,7,7,7,5,0,0,B5,-0.289008224,-0.383883296,3.381029649741889,-0.268344105,0.3709390933128517,7,3,0.7444606977058776,-1.5,5
389,B0552,5,B,5B,Muslim,Enemies,Enemy6,2,39,F,52,1,3,7,5,2,7,7,6,5,6,6,2,7,SUNNI,2,1,1,3,1,1,1,2,4,1,1,3,2,1,3,2,2,2,1,1,2,1,4,2,2,1,F,Hindu,2,1,3,1,2,1,4,1,3,2,2,4,3,2,2,2,1,1,1,1,1,5,2,3,6,7,2,1,0,B5,-0.289008224,-0.383883296,3.381029649741889,-0.268344105,0.3709390933128517,7,3,0.7444606977058776,-1.5,5
390,B0553,5,B,5B,Hindu,Enemies,Enemy1,2,6,F,53,1,6,7,7,7,5,6,7,6,6,7,1,8,NA,2,1,1,1,1,1,1,1,4,4,1,1,1,1,4,4,4,1,1,1,1,1,1,1,3,5,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,B5,-0.289008224,-0.383883296,3.381029649741889,-0.268344105,0.3709390933128517,7,6,-0.571172707,-1.5,2
391,B0553,5,B,5B,Hindu,Enemies,Enemy2,2,33,F,53,1,6,7,7,7,5,6,7,6,6,7,1,8,NA,2,1,1,1,1,1,1,1,4,4,1,1,1,1,4,4,4,1,1,1,1,1,1,1,3,5,M,Hindu,1,5,1,1,1,1,2,1,2,1,1,6,4,5,1,5,4,1,2,5,3,1,3,7,1,7,1,0,1,B5,-0.289008224,-0.383883296,3.381029649741889,-0.268344105,0.3709390933128517,7,6,-0.571172707,-1.5,2
392,B0553,5,B,5B,Hindu,Enemies,Enemy3,2,37,F,53,1,6,7,7,7,5,6,7,6,6,7,1,8,NA,2,1,1,1,1,1,1,1,4,4,1,1,1,1,4,4,4,1,1,1,1,1,1,1,3,5,M,Muslim,1,2,1,2,1,2,4,1,1,1,1,4,3,4,1,1,1,1,1,1,1,3,1,7,6,3,7,0,0,B5,-0.289008224,-0.383883296,3.381029649741889,-0.268344105,0.3709390933128517,7,6,-0.571172707,-1.5,2
393,B0553,5,B,5B,Hindu,Enemies,Enemy4,2,39,F,53,1,6,7,7,7,5,6,7,6,6,7,1,8,NA,2,1,1,1,1,1,1,1,4,4,1,1,1,1,4,4,4,1,1,1,1,1,1,1,3,5,F,Hindu,2,1,3,1,2,1,4,1,3,2,2,4,3,2,2,2,1,1,1,1,1,5,2,3,6,7,2,1,1,B5,-0.289008224,-0.383883296,3.381029649741889,-0.268344105,0.3709390933128517,7,6,-0.571172707,-1.5,2
394,B0553,5,B,5B,Hindu,Enemies,Enemy5,2,40,F,53,1,6,7,7,7,5,6,7,6,6,7,1,8,NA,2,1,1,1,1,1,1,1,4,4,1,1,1,1,4,4,4,1,1,1,1,1,1,1,3,5,F,Muslim,1,1,1,1,1,1,1,1,1,1,1,4,4,3,1,1,1,1,1,1,1,5,5,1,7,1,7,1,0,B5,-0.289008224,-0.383883296,3.381029649741889,-0.268344105,0.3709390933128517,7,6,-0.571172707,-1.5,2
395,B0553,5,B,5B,Hindu,Enemies,Enemy6,2,45,F,53,1,6,7,7,7,5,6,7,6,6,7,1,8,NA,2,1,1,1,1,1,1,1,4,4,1,1,1,1,4,4,4,1,1,1,1,1,1,1,3,5,F,other,1,1,1,1,1,1,4,1,1,1,1,3,2,2,2,2,1,3,1,1,1,3,4,5,7,4,6,1,0,B5,-0.289008224,-0.383883296,3.381029649741889,-0.268344105,0.3709390933128517,7,6,-0.571172707,-1.5,2
396,B0553,5,B,5B,Hindu,Enemies,Enemy7,2,47,F,53,1,6,7,7,7,5,6,7,6,6,7,1,8,NA,2,1,1,1,1,1,1,1,4,4,1,1,1,1,4,4,4,1,1,1,1,1,1,1,3,5,F,Muslim,1,1,1,1,1,1,3,1,1,5,1,4,3,2,2,1,1,1,1,1,1,2,1,5,7,5,7,1,0,B5,-0.289008224,-0.383883296,3.381029649741889,-0.268344105,0.3709390933128517,7,6,-0.571172707,-1.5,2
397,B0553,5,B,5B,Hindu,Enemies,Enemy8,2,59,F,53,1,6,7,7,7,5,6,7,6,6,7,1,8,NA,2,1,1,1,1,1,1,1,4,4,1,1,1,1,4,4,4,1,1,1,1,1,1,1,3,5,F,Hindu,1,1,1,1,1,1,4,1,3,2,1,3,1,1,1,1,1,2,1,1,2,4,3,1,7,7,6,1,1,B5,-0.289008224,-0.383883296,3.381029649741889,-0.268344105,0.3709390933128517,7,6,-0.571172707,-1.5,2
398,B0553,5,B,5B,Hindu,Enemies,Enemy9,2,65,F,53,1,6,7,7,7,5,6,7,6,6,7,1,8,NA,2,1,1,1,1,1,1,1,4,4,1,1,1,1,4,4,4,1,1,1,1,1,1,1,3,5,F,Hindu,1,1,1,1,1,1,4,1,1,3,1,4,1,3,5,3,2,2,1,1,2,5,5,1,7,7,6,1,1,B5,-0.289008224,-0.383883296,3.381029649741889,-0.268344105,0.3709390933128517,7,6,-0.571172707,-1.5,2
399,B0555,5,B,5B,Hindu,Enemies,Enemy1,2,58,F,55,2,5,7,7,7,5,7,6,5,6,6,1,7,NA,2,1,1,1,1,1,1,1,4,1,2,2,1,1,4,1,1,3,2,1,1,1,1,1,5,4,F,Hindu,1,1,1,1,1,1,4,1,3,3,1,4,4,4,1,1,1,2,1,1,1,5,5,1,7,7,5,1,1,B5,-0.289008224,-0.383883296,3.381029649741889,-0.268344105,0.3709390933128517,7,5,-0.132628239,-1.5,2
400,B0555,5,B,5B,Hindu,Enemies,Enemy2,2,65,F,55,2,5,7,7,7,5,7,6,5,6,6,1,7,NA,2,1,1,1,1,1,1,1,4,1,2,2,1,1,4,1,1,3,2,1,1,1,1,1,5,4,F,Hindu,1,1,1,1,1,1,4,1,1,3,1,4,1,3,5,3,2,2,1,1,2,5,5,1,7,7,6,1,1,B5,-0.289008224,-0.383883296,3.381029649741889,-0.268344105,0.3709390933128517,7,5,-0.132628239,-1.5,2
401,B0556,5,B,5B,Hindu,Enemies,Enemy1,2,33,F,56,1,3,7,7,7,4,7,7,3,3,3,3,2,NA,2,1,1,3,1,1,1,2,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,5,1,M,Hindu,1,5,1,1,1,1,2,1,2,1,1,6,4,5,1,5,4,1,2,5,3,1,3,7,1,7,1,0,1,B5,-0.289008224,-0.383883296,3.381029649741889,-0.268344105,0.3709390933128517,7,3,0.7444606977058776,-1.5,3
402,B0557,5,B,5B,Hindu,Enemies,Enemy1,2,58,F,57,7,4,4,7,6,4,7,5,7,5,4,4,8,NA,2,1,1,1,1,1,1,1,4,1,5,3,1,1,4,4,4,1,1,1,2,1,2,1,2,2,F,Hindu,1,1,1,1,1,1,4,1,3,3,1,4,4,4,1,1,1,2,1,1,1,5,5,1,7,7,5,1,1,B5,-0.289008224,-0.383883296,3.381029649741889,-0.268344105,0.3709390933128517,4,4,-1.009717175,-1.5,2
403,B0557,5,B,5B,Hindu,Enemies,Enemy2,2,59,F,57,7,4,4,7,6,4,7,5,7,5,4,4,8,NA,2,1,1,1,1,1,1,1,4,1,5,3,1,1,4,4,4,1,1,1,2,1,2,1,2,2,F,Hindu,1,1,1,1,1,1,4,1,3,2,1,3,1,1,1,1,1,2,1,1,2,4,3,1,7,7,6,1,1,B5,-0.289008224,-0.383883296,3.381029649741889,-0.268344105,0.3709390933128517,4,4,-1.009717175,-1.5,2
404,B0559,5,B,5B,Hindu,Enemies,Enemy1,2,43,F,59,4,1,7,6,7,6,7,7,5,5,6,7,8,NA,2,1,1,1,1,1,1,1,4,1,3,2,1,1,3,1,1,1,1,1,2,1,1,2,4,3,F,Muslim,3,1,1,1,1,1,3,1,1,1,1,4,4,4,3,1,2,2,1,1,2,5,3,1,7,4,7,1,0,B5,-0.289008224,-0.383883296,3.381029649741889,-0.268344105,0.3709390933128517,7,1,1.621549634144792,-1.5,1
405,B0559,5,B,5B,Hindu,Enemies,Enemy2,2,44,F,59,4,1,7,6,7,6,7,7,5,5,6,7,8,NA,2,1,1,1,1,1,1,1,4,1,3,2,1,1,3,1,1,1,1,1,2,1,1,2,4,3,F,other,1,1,1,1,2,1,4,1,4,3,2,4,4,3,3,3,2,2,2,2,3,3,1,1,7,7,1,1,0,B5,-0.289008224,-0.383883296,3.381029649741889,-0.268344105,0.3709390933128517,7,1,1.621549634144792,-1.5,1
406,B0559,5,B,5B,Hindu,Enemies,Enemy3,2,46,F,59,4,1,7,6,7,6,7,7,5,5,6,7,8,NA,2,1,1,1,1,1,1,1,4,1,3,2,1,1,3,1,1,1,1,1,2,1,1,2,4,3,F,Hindu,1,1,1,1,1,1,5,1,5,5,1,4,4,5,2,1,1,1,3,1,1,3,2,4,7,7,2,1,1,B5,-0.289008224,-0.383883296,3.381029649741889,-0.268344105,0.3709390933128517,7,1,1.621549634144792,-1.5,1
407,B0559,5,B,5B,Hindu,Enemies,Enemy4,2,47,F,59,4,1,7,6,7,6,7,7,5,5,6,7,8,NA,2,1,1,1,1,1,1,1,4,1,3,2,1,1,3,1,1,1,1,1,2,1,1,2,4,3,F,Muslim,1,1,1,1,1,1,3,1,1,5,1,4,3,2,2,1,1,1,1,1,1,2,1,5,7,5,7,1,0,B5,-0.289008224,-0.383883296,3.381029649741889,-0.268344105,0.3709390933128517,7,1,1.621549634144792,-1.5,1
408,B0559,5,B,5B,Hindu,Enemies,Enemy5,2,49,F,59,4,1,7,6,7,6,7,7,5,5,6,7,8,NA,2,1,1,1,1,1,1,1,4,1,3,2,1,1,3,1,1,1,1,1,2,1,1,2,4,3,F,other,1,2,2,2,2,1,4,1,5,2,1,4,5,3,2,1,2,1,1,1,2,5,2,2,7,6,5,1,0,B5,-0.289008224,-0.383883296,3.381029649741889,-0.268344105,0.3709390933128517,7,1,1.621549634144792,-1.5,1
409,B0559,5,B,5B,Hindu,Enemies,Enemy6,2,51,F,59,4,1,7,6,7,6,7,7,5,5,6,7,8,NA,2,1,1,1,1,1,1,1,4,1,3,2,1,1,3,1,1,1,1,1,2,1,1,2,4,3,F,Hindu,2,2,2,1,1,1,3,3,2,2,1,4,4,3,3,2,2,2,2,1,1,5,2,4,7,6,5,1,1,B5,-0.289008224,-0.383883296,3.381029649741889,-0.268344105,0.3709390933128517,7,1,1.621549634144792,-1.5,1
410,B0559,5,B,5B,Hindu,Enemies,Enemy7,2,63,F,59,4,1,7,6,7,6,7,7,5,5,6,7,8,NA,2,1,1,1,1,1,1,1,4,1,3,2,1,1,3,1,1,1,1,1,2,1,1,2,4,3,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B5,-0.289008224,-0.383883296,3.381029649741889,-0.268344105,0.3709390933128517,7,1,1.621549634144792,-1.5,1
411,B0560,5,B,5B,Hindu,Enemies,Enemy1,2,3,F,60,1,6,7,7,7,4,6,6,6,5,6,4,1,NA,2,1,2,1,1,1,1,1,4,1,1,1,1,1,7,6,4,1,1,1,1,1,1,1,5,3,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,B5,-0.289008224,-0.383883296,3.381029649741889,-0.268344105,0.3709390933128517,7,6,-0.571172707,-1.5,3
412,B0560,5,B,5B,Hindu,Enemies,Enemy2,2,6,F,60,1,6,7,7,7,4,6,6,6,5,6,4,1,NA,2,1,2,1,1,1,1,1,4,1,1,1,1,1,7,6,4,1,1,1,1,1,1,1,5,3,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,B5,-0.289008224,-0.383883296,3.381029649741889,-0.268344105,0.3709390933128517,7,6,-0.571172707,-1.5,3
413,B0560,5,B,5B,Hindu,Enemies,Enemy3,2,7,F,60,1,6,7,7,7,4,6,6,6,5,6,4,1,NA,2,1,2,1,1,1,1,1,4,1,1,1,1,1,7,6,4,1,1,1,1,1,1,1,5,3,M,Hindu,1,1,1,1,2,1,4,1,2,1,1,6,7,6,1,1,1,1,1,1,1,3,2,6,5,7,6,0,1,B5,-0.289008224,-0.383883296,3.381029649741889,-0.268344105,0.3709390933128517,7,6,-0.571172707,-1.5,3
414,B0560,5,B,5B,Hindu,Enemies,Enemy4,2,33,F,60,1,6,7,7,7,4,6,6,6,5,6,4,1,NA,2,1,2,1,1,1,1,1,4,1,1,1,1,1,7,6,4,1,1,1,1,1,1,1,5,3,M,Hindu,1,5,1,1,1,1,2,1,2,1,1,6,4,5,1,5,4,1,2,5,3,1,3,7,1,7,1,0,1,B5,-0.289008224,-0.383883296,3.381029649741889,-0.268344105,0.3709390933128517,7,6,-0.571172707,-1.5,3
415,B0560,5,B,5B,Hindu,Enemies,Enemy5,2,64,F,60,1,6,7,7,7,4,6,6,6,5,6,4,1,NA,2,1,2,1,1,1,1,1,4,1,1,1,1,1,7,6,4,1,1,1,1,1,1,1,5,3,F,other,1,1,4,2,1,1,4,2,1,1,1,4,4,4,4,1,1,1,1,1,NA,5,5,1,7,4,7,1,0,B5,-0.289008224,-0.383883296,3.381029649741889,-0.268344105,0.3709390933128517,7,6,-0.571172707,-1.5,3
416,B0562,5,B,5B,Muslim,Enemies,Enemy1,2,2,F,62,2,4,3,7,3,7,4,2,3,1,4,4,7,JAMADAR,2,1,1,3,1,1,1,2,4,1,1,4,2,1,4,3,4,2,2,2,1,1,1,1,5,1,M,Muslim,1,1,1,1,1,1,1,2,1,2,1,5,4,4,1,1,1,1,1,1,1,1,5,7,4,5,7,0,1,B5,-0.289008224,-0.383883296,3.381029649741889,-0.268344105,0.3709390933128517,3,4,-1.448261643,-1.5,4
417,B0565,5,B,5B,Hindu,Enemies,Enemy1,2,43,F,65,6,1,7,7,7,6,7,7,5,4,7,1,8,NA,2,1,1,1,1,1,1,1,4,1,1,3,1,1,4,1,3,5,3,2,2,1,1,2,5,5,F,Muslim,3,1,1,1,1,1,3,1,1,1,1,4,4,4,3,1,2,2,1,1,2,5,3,1,7,4,7,1,0,B5,-0.289008224,-0.383883296,3.381029649741889,-0.268344105,0.3709390933128517,7,1,1.621549634144792,-1.5,1
418,B0565,5,B,5B,Hindu,Enemies,Enemy2,2,44,F,65,6,1,7,7,7,6,7,7,5,4,7,1,8,NA,2,1,1,1,1,1,1,1,4,1,1,3,1,1,4,1,3,5,3,2,2,1,1,2,5,5,F,other,1,1,1,1,2,1,4,1,4,3,2,4,4,3,3,3,2,2,2,2,3,3,1,1,7,7,1,1,0,B5,-0.289008224,-0.383883296,3.381029649741889,-0.268344105,0.3709390933128517,7,1,1.621549634144792,-1.5,1
419,B0565,5,B,5B,Hindu,Enemies,Enemy3,2,45,F,65,6,1,7,7,7,6,7,7,5,4,7,1,8,NA,2,1,1,1,1,1,1,1,4,1,1,3,1,1,4,1,3,5,3,2,2,1,1,2,5,5,F,other,1,1,1,1,1,1,4,1,1,1,1,3,2,2,2,2,1,3,1,1,1,3,4,5,7,4,6,1,0,B5,-0.289008224,-0.383883296,3.381029649741889,-0.268344105,0.3709390933128517,7,1,1.621549634144792,-1.5,1
420,B0565,5,B,5B,Hindu,Enemies,Enemy4,2,47,F,65,6,1,7,7,7,6,7,7,5,4,7,1,8,NA,2,1,1,1,1,1,1,1,4,1,1,3,1,1,4,1,3,5,3,2,2,1,1,2,5,5,F,Muslim,1,1,1,1,1,1,3,1,1,5,1,4,3,2,2,1,1,1,1,1,1,2,1,5,7,5,7,1,0,B5,-0.289008224,-0.383883296,3.381029649741889,-0.268344105,0.3709390933128517,7,1,1.621549634144792,-1.5,1
421,B0565,5,B,5B,Hindu,Enemies,Enemy5,2,48,F,65,6,1,7,7,7,6,7,7,5,4,7,1,8,NA,2,1,1,1,1,1,1,1,4,1,1,3,1,1,4,1,3,5,3,2,2,1,1,2,5,5,F,Muslim,1,1,2,1,1,1,1,1,1,1,1,4,2,2,2,1,1,2,2,1,1,1,3,4,4,5,7,1,0,B5,-0.289008224,-0.383883296,3.381029649741889,-0.268344105,0.3709390933128517,7,1,1.621549634144792,-1.5,1
422,C0502,5,C,5C,Hindu,Enemies,Enemy1,2,14,M,2,1,1,NA,4,7,7,7,7,6,6,7,1,8,NA,1,5,3,1,1,5,1,1,2,4,3,1,1,1,2,1,7,3,4,1,5,1,1,1,2,1,M,Hindu,1,NA,1,2,3,1,4,1,2,2,1,4,2,2,2,4,4,3,2,2,3,3,2,6,4,7,1,1,1,C5,-0.344105112,0.090184641,-0.131409434,-0.976772542,0.4465883174415447,1,NA,NA,-1.5,0
423,C0502,5,C,5C,Hindu,Enemies,Enemy2,2,15,M,2,1,1,NA,4,7,7,7,7,6,6,7,1,8,NA,1,5,3,1,1,5,1,1,2,4,3,1,1,1,2,1,7,3,4,1,5,1,1,1,2,1,M,Hindu,2,1,1,1,2,1,3,4,1,3,1,2,7,1,2,2,2,2,2,2,2,2,3,7,7,7,5,1,1,C5,-0.344105112,0.090184641,-0.131409434,-0.976772542,0.4465883174415447,1,NA,NA,-1.5,0
424,C0502,5,C,5C,Hindu,Enemies,Enemy3,2,28,M,2,1,1,NA,4,7,7,7,7,6,6,7,1,8,NA,1,5,3,1,1,5,1,1,2,4,3,1,1,1,2,1,7,3,4,1,5,1,1,1,2,1,M,Muslim,1,1,1,1,2,1,3,1,4,4,1,4,4,4,1,2,2,1,1,1,1,5,3,7,4,3,7,1,0,C5,-0.344105112,0.090184641,-0.131409434,-0.976772542,0.4465883174415447,1,NA,NA,-1.5,0
425,C0502,5,C,5C,Hindu,Enemies,Enemy4,2,29,M,2,1,1,NA,4,7,7,7,7,6,6,7,1,8,NA,1,5,3,1,1,5,1,1,2,4,3,1,1,1,2,1,7,3,4,1,5,1,1,1,2,1,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,C5,-0.344105112,0.090184641,-0.131409434,-0.976772542,0.4465883174415447,1,NA,NA,-1.5,0
